Designator,Val,Package,Mid X,Mid Y,Rotation,Layer
U1,DRV5053_LPG,TO-92Flat,-108.85,-130.81,90,bottom
U2,DRV5053_LPG,TO-92Flat,-118.999852,-145.925,150,bottom
U3,DRV5053_LPG,TO-92Flat,-137.149852,-144.655,-150,bottom
U4,DRV5053_LPG,TO-92Flat,-145.15,-128.32,-90,bottom
U5,DRV5053_LPG,TO-92Flat,-135.000148,-113.155,-30,bottom
U7,DRV5053_LPG,TO-92Flat,-116.800148,-114.425,30,bottom
